候选来自 Wikidata 按收藏地反查（P195/P276），已粗筛去器物、并与本库做过题名查重。
**但查重必有漏**：繁简字表不全（『瑞鶴圖』就没对上库里的『瑞鹤图』）、
题名详略不同（『兰亭集序神龙本』vs『兰亭序神龙本』）。
**所以每一条动手前必须自己 grep 全库，多用几种写法。查不到不等于没有。**
格式：Wikidata QID | 中文题名 | 藏品号（可能为空）
Q116489136|吴彬罗汉图轴|新00133697
Q116489138|宋旭万山秋色图轴|新00146290
Q116489141|王穀祥花卉图轴|新00010446
Q116489142|陆治竹林长夏图轴|新00146849
Q116489234|戴进归田祝寿图卷|新00100459
Q116490131|严绳孙等京口三山图卷|新00153057
Q116490136|廖大受雪庵像轴|新00139489
Q116490138|鲍嘉李畹斯像卷|新00134109
Q116490139|唐千里董邦达像轴|新00146592
Q116490141|弘历采芝图轴|故00006501
Q116490143|郎世宁午瑞图轴|新00137132
Q116490144|兽谱图册——犬|故00006117-3/6
Q116490146|弘历避暑山庄烟雨楼图卷|故00237012
Q116490148|王致诚乾隆射箭图屏|故00008760
